ADPT,1702200
BBVA,1701400
GPRO,1701200
MT,1697400
CI,1695300
ACWI,1691500
CNSL,1688600
DINO,1685200
CAH,1684700
VRRM,1684300
AHR,1684100
XAIR,1681000
FLO,1679500
AKAM,1678600
NXT,1676700
DSX,1676100
TRIP,1672000
TSN,1669900
FDX,1669300
BGS,1668500
WPM,1664100
BAH,1661900
ABVE,1661100
VIGL,1660800
WMG,1658300
PDI,1656800
FND,1652700
CKPT,1652300
MTTR,1651800
PACS,1650200
YOU,1650000
PBI,1648700
ACVA,1645900
NNDM,1635400
CYH,1635100
ACHC,1632600
TECK,1631700
HAS,1631200
EVRG,1630300
BIVI,1627800
SPCE,1625400
COLD,1624000
CB,1623900
HAFN,1623600
MCHI,1623000
AMBP,1619300
LKQ,1617800
NWSA,1616700
RCL,1615600
CC,1614500
VSTO,1613400
ALGN,1612800
VRNS,1612800
ELV,1611200
CLS,1610600
GFI,1607900
KMX,1605600
FLYW,1605000
SES,1603600
CHX,1603200
APLE,1602100
BROS,1599900
OMER,1598600
FMC,1590500
NEOG,1588900
CCO,1588300
HRTX,1588200
ARES,1586500
BKD,1586500
USFD,1586200
TRP,1578000
CSIQ,1574700
HUN,1572100
SBFM,1558400
KOPN,1556500
HUM,1555900
TGNA,1552800
BMBL,1551700
VYX,1543900
DEO,1543600
ITRM,1542800
AJG,1538500
DVAX,1538400
CRGY,1537900
FOLD,1537400
VSCO,1537400
MGNI,1537200
XYL,1536300
NYT,1534100
ACB,1532400
ATEN,1528700
SLNO,1528600
MUR,1528300
EYE,1526000
SSNC,1524900
PHM,1520800
AQST,1520700
BG,1518200
CHRW,1513700
PTCT,1511800
DV,1507700
SG,1505700
DX,1504600
DECK,1503200
BSCQ,1501100
FIVN,1499600
CGTL,1496600
FREY,1494000
PGNY,1486400
GTLB,1486300
ESI,1483500
LGHL,1483400
TPG,1483300
ACET,1482100
PEB,1479100
INCY,1475600
QSR,1473600
VIAV,1472700
SFM,1470400
GOTU,1468500
YETI,1464100
SCI,1463400
ALKS,1462600
MDAIW,1460700
LOMA,1460000
MAR,1459000
SCLX,1456000
HMC,1455300
AS,1452800
AVDX,1450700
FDMT,1447000
RNAZ,1446900
UBS,1446900
BRFS,1445800
PHUN,1444500
CMA,1443700
VLRS,1443700
ARHS,1441200
TRU,1440700
COST,1438000
EFXT,1437600
ARCO,1437300
MAS,1437000
HES,1434700
SBS,1434700
VNO,1434500
BCRX,1432100
GDS,1430700
THC,1430500
SMLR,1430300
FUTU,1427200
PK,1427200
IR,1426700
JEF,1425400
ASML,1424000
NNOX,1421100
ES,1420800
SRRK,1418100
BIIB,1418000
FIP,1415100
INVZ,1414400
VET,1414400
INZY,1414200
KEYS,1404200
ASAN,1402300
GLBE,1401000
HALO,1400300
CWH,1399500
BILL,1398600
SITC,1397600
SGRY,1394300
SID,1392100
CDMO,1391400
KIND,1391000
KRC,1390700
XPO,1390200
AMZU,1389400
TOL,1388700
TBLA,1387500
UBXG,1387000
GSM,1386200
RVLV,1378600
MUFG,1376500
ANNX,1373000
GLPI,1372200
BRO,1371800
GNTX,1371400
IQV,1370000
CTAS,1369600
VLTO,1369000
HAIN,1368400
NKTR,1366900
PAYX,1366800
GRPN,1366000
PRCH,1363200
ROIC,1360100
OCUL,1359900
SYM,1358700
SPG,1358500
CCEP,1356900
VTWO,1356600
TV,1355800
CADE,1353700
GTN,1353500
VRCA,1352600
RILY,1351400
TALK,1346400
TEAM,1345800
LMT,1345700
UNCY,1344900
ALHC,1342600
IONS,1341100
TRV,1339100
SNDR,1339000
LEG,1338000
GOSS,1336600
NVS,1336400
MTZ,1336000
CUBE,1335500
SKX,1334700
AWK,1332900
NGNE,1332300
VVV,1330500
VRTX,1327700
VSTE,1322500
XERS,1321900
VXRT,1320800
WEAV,1320500
FLR,1318300
NN,1317800
CDP,1315700
ST,1315700
LNG,1314100
CROX,1313100
COO,1312100
TNDM,1311500
AZUL,1308900
IVVD,1308200
EXEL,1308100
TROW,1307600
HSY,1307500
INDV,1307300
UNM,1305000
LICN,1304000
COLB,1303500
MXL,1299800
SLDP,1293100
SWK,1290100
PUK,1289400
MPWR,1287300
FERG,1286900
PNR,1286300
TEL,1285500
HP,1285400
AME,1285000
SFIX,1284500
CLRO,1281600
SMMT,1279300
LDOS,1278500
ZS,1277400
LYRA,1273000
KVYO,1270100
ACGL,1269200
CLNE,1266100
RYAAY,1265200
LAAC,1263500
TALO,1262500
HCWB,1261700
WT,1261500
DEA,1261000
FNV,1261000
HOG,1261000
STAG,1259000
SGHC,1255300
PENG,1255100
ACAD,1254900
CHD,1254600
ADNT,1250400
PBF,1249900
DOUG,1247800
GNPX,1247700
BAM,1247500
LNTH,1246700
TXNM,1246200
MKC,1239300
AFL,1238600
MTG,1238200
LBRDK,1237800
LFST,1236000
TRMD,1235400
DFS,1233200
RJF,1232900
IFF,1232100
LYEL,1232000
TT,1229800
KITT,1229700
UP,1224700
VRNA,1223300
NVD,1223200
DLO,1222100
SANA,1222000
CNI,1221900
RC,1220300
CAPR,1219900
BNS,1217300
NKTX,1217000
BRX,1216700
JHG,1214100
CRK,1213400
EFC,1212900
RLAY,1212500
QBT.W,1212300
APG,1211500
ARBK,1211400
WM,1211000
LULU,1209400
RDW,1209400
GLYC,1208500
BZFD,1207300
CRMD,1206700
XFOR,1204400
TDUP,1202100
RNA,1200900
MCW,1200200
WEC,1197400
DNLI,1197300
ATKR,1195000
SMAR,1191300
TDS,1190000
CRSP,1189800
TPST,1189700
ESRT,1186700
MFC,1186700
NSC,1185700
FOUR,1185000
IGT,1183100
QRTEA,1183000
OTIS,1179900
MPLX,1177100
MWA,1176600
QQQM,1175700
VWOB,1174600
FA,1173800
AROC,1169600
BALL,1169300
BRBR,1167900
EBR,1166500
ROK,1164700
XPRO,1163900
DNB,1161600
GRMN,1160700
BOOT,1160100
FSK,1160000
GMAB,1157900
CALX,1157100
NTES,1155700
CHTR,1155100
CPRX,1152800
ISRG,1152800
WRB,1150300
AKR,1150000
BLDR,1149700
DTE,1148500
FIBK,1148500
FLUT,1148000
ALK,1145600
PRGO,1145600
TSLR,1145600
LITE,1144400
CDNS,1144000
BFRI,1143800
VONG,1142700
NNN,1142400
TC,1142200
CVI,1140100
INVA,1139500
CERS,1139200
MNSO,1138600
PRU,1138400
EXTR,1138300
KBR,1137100
DESP,1136000
ARE,1134800
WES,1133400
FOX,1130400
ATAI,1128300
CCK,1124400
K,1123400
FOXF,1121300
KTOS,1117700
TS,1114400
EFX,1114100
RES,1112700
VAL,1112500
FYBR,1111500
IRDM,1109800
BUR,1109500
GNL,1109100
HLT,1108100
LGF.B,1104900
INSM,1104500
FNF,1104400
LTBR,1104200
MDIA,1099700
WTRG,1099500
AMTM,1098000
GD,1095200
CWK,1094500
HITI,1092800
CYTK,1092100
PGEN,1092000
PFLT,1091400
LILAK,1090900
RYAN,1090800
BXMT,1090200
SMWB,1089700
IVCB,1089400
CDLX,1086600
CIEN,1086300
NARI,1084900
SXC,1083500
PNNT,1082700
RXO,1082600
UROY,1081400
SUI,1081200
LBPH,1078200
AZI,1077200
AMRX,1077000
SMG,1075600
RCUS,1075100
EQR,1071500
AZEK,1071000
